sample_id,split,tier,family_id,filename,content,original_gold_level,original_gold_categories,original_ambiguity_flag,original_acceptable_alternative_levels,annotation_notes,pred_rules,pred_ml,pred_llm_small,pred_llm_mid,pred_llm_large,pred_hybrid,approaches_disagreeing_with_gold,llm_rationale_small,llm_rationale_mid,llm_rationale_large,disagreement_type,disagreement_type_code,taxonomy_ambiguity_flag,taxonomy_definitions_applicable,proposed_human_gold_level,proposed_human_gold_categories,proposed_ambiguity_flag,proposed_acceptable_alternative_levels,label_change_proposed,alternative_gold_if_taxonomy_clarified,reviewer_rationale,recommended_action,human_decision_required,priority,reviewer,human_decision,human_final_gold_level,human_final_gold_categories,human_final_ambiguity_flag,human_final_acceptable_alternative_levels,human_reviewer,human_review_date,human_comment
uc4-2d695b6f89,dev,T4,hn_blank_hr_form_template,New_Hire_Form_2028.pdf,"Contractor intake form - to be completed by the contractor
[ ] Name: 
[ ] Government ID number: 
[ ] Date of birth: 
[ ] Contact phone: 
Return to the Valencia office. This is a template; the fields are intentionally empty.
",INTERNAL,,FALSE,,Field labels for personal data with no values filled in.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.52,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,ml,"A blank contractor intake template with empty fields (Name, Government ID number, Date of birth, Contact phone) is internal HR/business content but contains no actual personal or regulated data in this copy.","This is a blank contractor intake form template with empty fields. It references sensitive field types, but contains no actual personal data or other sensitive content.","This is a blank contractor intake form template with intentionally empty fields, so it does not contain actual personal data. It is ordinary internal business content and not clearly intended for public release.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-95ec10ed1c,dev,T4,hn_blank_hr_form_template,New_Hire_Form_2026.pdf,"NEW HIRE ONBOARDING FORM (TEMPLATE)
Full name: ______________________
Social Security Number: ______________________
Date of birth: ______________________
Home address: ______________________
Emergency contact: ______________________
Complete this form and return it to Katarina Castellano in Human Resources on your first day (2027-01-18).
",INTERNAL,,FALSE,,Field labels for personal data with no values filled in.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.61,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,ml,"This is an internal HR new-hire onboarding form template with empty fields; it contains no actual personal data or regulated identifiers, so it's ordinary internal business content.",This is a blank onboarding form template with empty fields. It references sensitive data types but does not contain any actual personal data.,"This is a blank onboarding form template with empty fields, so it does not contain actual personal data or other clearly sensitive category content. It appears to be ordinary employee business material rather than content approved for public release.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-97a4c07fb4,dev,T4,hn_blank_hr_form_template,New_Hire_Form_2026.pdf,"Umberton Foods - Employee Data Sheet (blank template, revision 5)
Legal name ............................
Tax identification no. ................
Birth date ............................
Residential address ...................
Bank details for payroll ..............
Please fill in every line and hand the form to Leila Haddad in HR. Do not email completed forms.
",INTERNAL,,FALSE,,Field labels for personal data with no values filled in.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.58,HIGHLY_CONFIDENTIAL | FINANCIAL_PCI;PII conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,ml;llm_small,"This employee onboarding form requests regulated personal identifiers (tax ID, birth date, residential address) and bank details for payroll, which are sensitive personal and financial data; disclosure could cause severe harm.","This is a blank employee data form template with empty fields and no actual personal, financial, or other sensitive data filled in. It is ordinary internal business content rather than a completed record.","This is a blank HR form template requesting employee information, but it contains no filled-in personal, banking, or other regulated data. It is ordinary internal business content and not clearly intended for public release.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content. || HIGHLY_CONFIDENTIAL: Regulated data, credentials, or strategically critical information whose disclosure could cause severe legal, financial, competitive or personal harm. || PII (floor CONFIDENTIAL): Information that identifies, or can be used to identify, an individual: government IDs, personal contact details, dates of birth, or personal circumstances about a named person. Business contact details alone (name, title, work email) are NOT PII under this policy. Does NOT apply: Corporate directory listing name, job title and work email; Masked identifiers such as XXX-XX-1234; A blank onboarding form template with empty fields. || FINANCIAL_PCI (floor HIGHLY_CONFIDENTIAL): Payment-card and bank-account data (card numbers, IBANs, account and routing numbers) and material non-public company financial information such as unreleased earnings or forecasts. Does NOT apply: Receipt showing only the last four digits of a card; Published financial statements; Departmental expense summary; Sixteen-digit shipment or serial numbers that are not card numbers.",INTERNAL,,,,FALSE,,"A blank onboarding form with empty field labels and no values. The PII counter-examples list ""A blank onboarding form template with empty fields"", so the gold (Internal, no categories) is correct. `small` answered Highly Confidential with FINANCIAL_PCI and PII on one of the five identical templates and correctly on the other four, which is sampling noise rather than a systematic reading.",No label change.,FALSE,P3,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-c853e9ed1a,dev,T4,hn_blank_hr_form_template,New_Hire_Form_2026.pdf,"NEW HIRE ONBOARDING FORM (TEMPLATE)
Full name: ______________________
Social Security Number: ______________________
Date of birth: ______________________
Home address: ______________________
Emergency contact: ______________________
Complete this form and return it to Farid Farrow in Human Resources on your first day (2027-06-10).
",INTERNAL,,FALSE,,Field labels for personal data with no values filled in.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.61,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,ml,"This is an HR new-hire onboarding template with blank fields (SSN, date of birth, address) but contains no actual personal data; it is internal employee-facing paperwork not intended for public release.","This is a blank onboarding form template with empty fields. It references sensitive field types, but does not contain any actual personal data or other sensitive content.","This is a blank onboarding form template with empty fields, not completed personal records. It appears to be ordinary internal HR business content and does not clearly contain any sensitive data category.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-cfac4adf77,dev,T4,hn_blank_hr_form_template,New_Hire_Form_2027.pdf,"Mistral Payments - Employee Data Sheet (blank template, revision 2)
Legal name ............................
Tax identification no. ................
Birth date ............................
Residential address ...................
Bank details for payroll ..............
Please fill in every line and hand the form to Marisol Alvarez in HR. Do not email completed forms.
",INTERNAL,,FALSE,,Field labels for personal data with no values filled in.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | - conf=0.58,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=high,ml,This is a blank internal new-hire data-sheet template requesting employee fields but contains no actual personal or regulated data; it's ordinary internal HR paperwork.,"This is a blank employee data collection template with empty fields and handling instructions, not completed personal, financial, or regulated data. It is ordinary internal business content and no sensitive category clearly applies.","This is a blank HR form template for collecting employee information, but it contains no filled personal, tax, birth-date, address, or bank-account data. It is ordinary internal business content and not clearly intended for public release.",genuine_model_error,3,FALSE,"INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-0f8bb74c53,dev,T4,hn_code_reads_env_secrets,settings.py,"// Internal - Flintlock Analytics
const apiKey = process.env.PAYMENTS_API_KEY;
if (!apiKey) {
  throw new Error(""PAYMENTS_API_KEY is not set"");
}
const client = new PaymentsClient({ apiKey });
",CONFIDENTIAL,SOURCE_CODE,FALSE,,"Mentions passwords and keys, but only reads them from environment variables; no secret value is present.",CONFIDENTIAL | SOURCE_CODE conf=strong,HIGHLY_CONFIDENTIAL | SOURCE_CODE conf=0.48,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,ml,This file is non-public source code that configures a payments client and references an API key environment variable; it is proprietary code (Source Code).,This is non-public source code/configuration logic. It references an environment variable for a key but does not disclose any live secret value.,"This is non-public application configuration/source code. It references an environment variable for a key but does not expose a live secret, so Source Code applies without Credentials.",genuine_model_error,3,FALSE,"CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial.",CONFIDENTIAL,SOURCE_CODE,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-633f3b10fe,dev,T4,hn_code_reads_env_secrets,db_client.py,"// Internal - Inkwell Aerospace
const apiKey = process.env.PAYMENTS_API_KEY;
if (!apiKey) {
  throw new Error(""PAYMENTS_API_KEY is not set"");
}
const client = new PaymentsClient({ apiKey });
",CONFIDENTIAL,SOURCE_CODE,FALSE,,"Mentions passwords and keys, but only reads them from environment variables; no secret value is present.",CONFIDENTIAL | SOURCE_CODE conf=strong,HIGHLY_CONFIDENTIAL | SOURCE_CODE conf=0.50,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,ml,The file is non-public source code that instantiates a PaymentsClient and reads an API key from an environment variable; it contains no embedded secret values but is proprietary code. SOURCE_CODE floor makes this CONFIDENTIAL.,"This is non-public source code. It references an environment variable for a key but does not disclose any live secret value, so Credentials / Secrets does not clearly apply.","This is non-public application code for creating a payments client. It references an environment variable for a secret but does not expose the secret itself, so Source Code applies without Credentials / Secrets.",genuine_model_error,3,FALSE,"CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial.",CONFIDENTIAL,SOURCE_CODE,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-88687009ca,dev,T4,hn_code_reads_env_secrets,payments_gateway.py,"# Copyright 2027 Westerly Holdings. Internal.
import os

def get_connection():
    host = os.environ[""DB_HOST""]
    user = os.environ[""DB_USER""]
    password = os.environ[""DB_PASSWORD""]  # injected by the secret manager at runtime
    return connect(host=host, user=user, password=password)
",CONFIDENTIAL,SOURCE_CODE,FALSE,,"Mentions passwords and keys, but only reads them from environment variables; no secret value is present.",CONFIDENTIAL | SOURCE_CODE conf=strong,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=0.53,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,ml,This is non-public proprietary source code that reads database connection credentials from environment variables; it contains no embedded live secrets but is source code (CONFIDENTIAL floor).,"This is non-public proprietary source code. It references environment variables for credentials but does not disclose any live secret values, so Credentials / Secrets does not clearly apply.","The document contains non-public source code implementing a database connection. It references a password via environment variables but does not disclose a live secret, so Source Code applies without Credentials / Secrets.",genuine_model_error,3,FALSE,"CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial.",CONFIDENTIAL,SOURCE_CODE,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-9bb6f9bba3,dev,T4,hn_code_reads_env_secrets,settings.py,"# Copyright 2028 Kingfisher Retail. Internal.
import os

def get_connection():
    host = os.environ[""DB_HOST""]
    user = os.environ[""DB_USER""]
    password = os.environ[""DB_PASSWORD""]  # injected by the secret manager at runtime
    return connect(host=host, user=user, password=password)
",CONFIDENTIAL,SOURCE_CODE,FALSE,,"Mentions passwords and keys, but only reads them from environment variables; no secret value is present.",CONFIDENTIAL | SOURCE_CODE conf=strong,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=0.55,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,ml,This is non-public Python source code that implements a database connection and references environment-held credentials; it is proprietary code without embedded secret values.,"This is non-public source code implementing database connection logic. It references environment variables for secrets but does not disclose any live secret values, so Credentials / Secrets does not clearly apply.","This is non-public proprietary Python code implementing connection logic, which clearly meets the Source Code category. It references environment variables for secrets but does not include any live secret values.",genuine_model_error,3,FALSE,"CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial.",CONFIDENTIAL,SOURCE_CODE,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-9e0dbf644f,dev,T4,hn_code_reads_env_secrets,payments_gateway.py,"# Copyright 2028 Blackfern Semiconductors. Internal.
import os

def get_connection():
    host = os.environ[""DB_HOST""]
    user = os.environ[""DB_USER""]
    password = os.environ[""DB_PASSWORD""]  # injected by the secret manager at runtime
    return connect(host=host, user=user, password=password)
",CONFIDENTIAL,SOURCE_CODE,FALSE,,"Mentions passwords and keys, but only reads them from environment variables; no secret value is present.",CONFIDENTIAL | SOURCE_CODE conf=strong,HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS;SOURCE_CODE conf=0.54,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,CONFIDENTIAL | SOURCE_CODE conf=high,ml,The file is non-public application source code that contains a database connection helper which reads credential environment variables; this meets the Source Code category (no live secret values are embedded).,"This is non-public source code. It references a password via environment variables, but does not disclose any live secret value, so Credentials / Secrets does not clearly apply.","This is non-public proprietary code, so Source Code clearly applies. It references environment variables for secrets but does not disclose any live credential value.",genuine_model_error,3,FALSE,"CONFIDENTIAL: Non-public business or personal information whose external disclosure could harm the organization or individuals. Need-to-know within the organization. || SOURCE_CODE (floor CONFIDENTIAL): Non-public source code, queries, and build or configuration logic owned by the organization. Publicly licensed open-source code is NOT Source Code under this policy. Does NOT apply: Open-source code published under a public license; Code snippets in a public tutorial.",CONFIDENTIAL,SOURCE_CODE,,,FALSE,,"Only the supervised ML model disagrees with the gold label. It is known to over-classify to Highly Confidential and to omit categories (see the ML results); no other approach, and no reading of the taxonomy, supports its answer.",No label change.,FALSE,P4,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-00ac341854,dev,T4,hn_public_api_docs_placeholder_keys,README_sdk.md,"# Quickstart

Create an API key in your dashboard, then export it:

    export API_KEY=YOUR_API_KEY_HERE

Example request:

    curl -H ""Authorization: Bearer YOUR_API_KEY_HERE"" https://api.nettlefieldrobotics.example/v1/status

For AWS integration you will see keys like AKIAIOSFODNN7EXAMPLE and wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY in the vendor's own documentation; these are documented examples, not real credentials.
",PUBLIC,,FALSE,,Placeholders and the vendor's documented example key are not live credentials.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=0.54,PUBLIC | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=medium,INTERNAL | - conf=high,ml;llm_mid;llm_large;hybrid,This is a README quickstart meant as example documentation containing placeholder API key values and clearly labeled example AWS keys; it contains no real credentials or personal data.,This is instructional documentation showing placeholder and vendor-documented example credentials rather than live secrets. It is ordinary business content and not clearly intended for public release.,"This is developer quickstart documentation with placeholders and explicitly documented example keys rather than live credentials. It contains no clearly sensitive category data and lacks clear evidence of public release, so INTERNAL is the conservative choice.",gold_label_error,1,TRUE,"PUBLIC: Approved for, or already in, public release. Disclosure causes no harm. || INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,TRUE,PUBLIC,TRUE,,"The text is customer-facing developer documentation (a quickstart with placeholder and vendor-documented example keys), so no CREDENTIALS_SECRETS category applies and the categories are correctly empty. The open question is the LEVEL. Labeling guideline section 2 allows PUBLIC only if the document is ""explicitly intended for, or already in, public release"". Nothing in the text says it was released or is to be released (there is no publication date, no ""published"" or ""public"" marker, no PUBLIC label, no licence); ""the vendor's own documentation"" describes where other keys appear, not this file's status. Every other PUBLIC-gold family in the development splits carries an explicit public marker in its text (a publication date, ""(published)"", ""announced publicly"", ""our public careers page"", an MIT licence header, a PUBLIC label); this one has none. The same guideline's tie-break says that when adjacent levels are both defensible the gold is the HIGHER level, flagged ambiguous with the lower level recorded as an acceptable alternative. The gold (PUBLIC, ambiguity_flag false, no alternative) therefore departs from the project's own rule. The models agree it is uncertain: `small` answers PUBLIC on 4 of 5 identical templates and INTERNAL on the fifth, and `mid`, `large` and the hybrid answer INTERNAL on all 5 (large reports medium confidence, saying PUBLIC intent is not explicit).","HUMAN DECISION REQUIRED. Option A (recommended, follows guideline section 2): change the gold to INTERNAL with ambiguity_flag true and PUBLIC as an acceptable alternative. Option B: keep PUBLIC and add an operational test to the taxonomy stating that customer-facing product/developer documentation counts as PUBLIC without an explicit release marker (this would also make the models' INTERNAL answers ""errors"" by policy). Do not change either until a human decides.",TRUE,P1,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-02400f99b0,dev,T4,hn_public_api_docs_placeholder_keys,api_quickstart.md,"# Quickstart

Create an API key in your dashboard, then export it:

    export API_KEY=YOUR_API_KEY_HERE

Example request:

    curl -H ""Authorization: Bearer YOUR_API_KEY_HERE"" https://api.valemontpayments.example/v1/status

For AWS integration you will see keys like AKIAIOSFODNN7EXAMPLE and wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY in the vendor's own documentation; these are documented examples, not real credentials.
",PUBLIC,,FALSE,,Placeholders and the vendor's documented example key are not live credentials.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=0.53,PUBLIC | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=medium,INTERNAL | - conf=high,ml;llm_mid;llm_large;hybrid,"The document contains only placeholder and clearly labeled example API keys and guidance; no real credentials, personal data, or proprietary secrets are present, so it is suitable for public release.","This is instructional documentation showing placeholder and explicitly documented example credentials, not live secrets. It is ordinary business content with no clearly applicable sensitive data category.","This is instructional quickstart documentation using placeholders and documented example keys rather than live credentials, so no sensitive category clearly applies. Because the excerpt does not clearly indicate public-release intent, INTERNAL is the conservative classification.",gold_label_error,1,TRUE,"PUBLIC: Approved for, or already in, public release. Disclosure causes no harm. || INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,TRUE,PUBLIC,TRUE,,"The text is customer-facing developer documentation (a quickstart with placeholder and vendor-documented example keys), so no CREDENTIALS_SECRETS category applies and the categories are correctly empty. The open question is the LEVEL. Labeling guideline section 2 allows PUBLIC only if the document is ""explicitly intended for, or already in, public release"". Nothing in the text says it was released or is to be released (there is no publication date, no ""published"" or ""public"" marker, no PUBLIC label, no licence); ""the vendor's own documentation"" describes where other keys appear, not this file's status. Every other PUBLIC-gold family in the development splits carries an explicit public marker in its text (a publication date, ""(published)"", ""announced publicly"", ""our public careers page"", an MIT licence header, a PUBLIC label); this one has none. The same guideline's tie-break says that when adjacent levels are both defensible the gold is the HIGHER level, flagged ambiguous with the lower level recorded as an acceptable alternative. The gold (PUBLIC, ambiguity_flag false, no alternative) therefore departs from the project's own rule. The models agree it is uncertain: `small` answers PUBLIC on 4 of 5 identical templates and INTERNAL on the fifth, and `mid`, `large` and the hybrid answer INTERNAL on all 5 (large reports medium confidence, saying PUBLIC intent is not explicit).","HUMAN DECISION REQUIRED. Option A (recommended, follows guideline section 2): change the gold to INTERNAL with ambiguity_flag true and PUBLIC as an acceptable alternative. Option B: keep PUBLIC and add an operational test to the taxonomy stating that customer-facing product/developer documentation counts as PUBLIC without an explicit release marker (this would also make the models' INTERNAL answers ""errors"" by policy). Do not change either until a human decides.",TRUE,P1,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-10e1c66f39,dev,T4,hn_public_api_docs_placeholder_keys,README_sdk.md,"# Quickstart

Create an API key in your dashboard, then export it:

    export API_KEY=YOUR_API_KEY_HERE

Example request:

    curl -H ""Authorization: Bearer YOUR_API_KEY_HERE"" https://api.ashgrovesemiconductors.example/v1/status

For AWS integration you will see keys like AKIAIOSFODNN7EXAMPLE and wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY in the vendor's own documentation; these are documented examples, not real credentials.
",PUBLIC,,FALSE,,Placeholders and the vendor's documented example key are not live credentials.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=0.55,PUBLIC | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=medium,INTERNAL | - conf=high,ml;llm_mid;llm_large;hybrid,Public-facing README quickstart with placeholder API key values and vendor-documented example keys explicitly described as examples; no real credentials or personal or confidential business data present.,"This is instructional quickstart content with placeholder and explicitly documented example credentials, not live secrets or other clearly sensitive data. It is not clearly intended for public release, so Internal is the conservative choice.","This is ordinary quickstart documentation showing placeholder values and vendor-documented example keys, not live credentials or other sensitive data. Because public-release intent is not explicit, the conservative classification is Internal rather than Public.",gold_label_error,1,TRUE,"PUBLIC: Approved for, or already in, public release. Disclosure causes no harm. || INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,TRUE,PUBLIC,TRUE,,"The text is customer-facing developer documentation (a quickstart with placeholder and vendor-documented example keys), so no CREDENTIALS_SECRETS category applies and the categories are correctly empty. The open question is the LEVEL. Labeling guideline section 2 allows PUBLIC only if the document is ""explicitly intended for, or already in, public release"". Nothing in the text says it was released or is to be released (there is no publication date, no ""published"" or ""public"" marker, no PUBLIC label, no licence); ""the vendor's own documentation"" describes where other keys appear, not this file's status. Every other PUBLIC-gold family in the development splits carries an explicit public marker in its text (a publication date, ""(published)"", ""announced publicly"", ""our public careers page"", an MIT licence header, a PUBLIC label); this one has none. The same guideline's tie-break says that when adjacent levels are both defensible the gold is the HIGHER level, flagged ambiguous with the lower level recorded as an acceptable alternative. The gold (PUBLIC, ambiguity_flag false, no alternative) therefore departs from the project's own rule. The models agree it is uncertain: `small` answers PUBLIC on 4 of 5 identical templates and INTERNAL on the fifth, and `mid`, `large` and the hybrid answer INTERNAL on all 5 (large reports medium confidence, saying PUBLIC intent is not explicit).","HUMAN DECISION REQUIRED. Option A (recommended, follows guideline section 2): change the gold to INTERNAL with ambiguity_flag true and PUBLIC as an acceptable alternative. Option B: keep PUBLIC and add an operational test to the taxonomy stating that customer-facing product/developer documentation counts as PUBLIC without an explicit release marker (this would also make the models' INTERNAL answers ""errors"" by policy). Do not change either until a human decides.",TRUE,P1,AI-assisted preliminary review (not human-validated),,,,,,,,
uc4-35ffba48e4,dev,T4,hn_public_api_docs_placeholder_keys,authentication.md,"# Quickstart

Create an API key in your dashboard, then export it:

    export API_KEY=YOUR_API_KEY_HERE

Example request:

    curl -H ""Authorization: Bearer YOUR_API_KEY_HERE"" https://api.thornfieldcapital.example/v1/status

For AWS integration you will see keys like AKIAIOSFODNN7EXAMPLE and wJalrXUtnFEMI/K7MDENG/bPxRfiCYEXAMPLEKEY in the vendor's own documentation; these are documented examples, not real credentials.
",PUBLIC,,FALSE,,Placeholders and the vendor's documented example key are not live credentials.,"INTERNAL | - [abstained: default level, not a finding]",HIGHLY_CONFIDENTIAL | CREDENTIALS_SECRETS conf=0.52,PUBLIC | - conf=high,INTERNAL | - conf=high,INTERNAL | - conf=medium,INTERNAL | - conf=high,ml;llm_mid;llm_large;hybrid,"This quickstart contains only placeholder API key examples and documented example AWS keys explicitly labeled as not real; there are no real credentials, personal data, or internal/strategic information.",This is instructional documentation showing placeholder and vendor-documented example credentials rather than live secrets. It is ordinary business content with no clearly applicable sensitive data category.,"This is a quickstart/documentation snippet with placeholder and vendor-documented example keys only, not live credentials or other clearly sensitive data. It is not clearly intended for public release, so Internal is the conservative classification.",gold_label_error,1,TRUE,"PUBLIC: Approved for, or already in, public release. Disclosure causes no harm. || INTERNAL: General business information intended for employees. Limited harm if disclosed externally; contains no regulated, strategic or credential content.",INTERNAL,,TRUE,PUBLIC,TRUE,,"The text is customer-facing developer documentation (a quickstart with placeholder and vendor-documented example keys), so no CREDENTIALS_SECRETS category applies and the categories are correctly empty. The open question is the LEVEL. Labeling guideline section 2 allows PUBLIC only if the document is ""explicitly intended for, or already in, public release"". Nothing in the text says it was released or is to be released (there is no publication date, no ""published"" or ""public"" marker, no PUBLIC label, no licence); ""the vendor's own documentation"" describes where other keys appear, not this file's status. Every other PUBLIC-gold family in the development splits carries an explicit public marker in its text (a publication date, ""(published)"", ""announced publicly"", ""our public careers page"", an MIT licence header, a PUBLIC label); this one has none. The same guideline's tie-break says that when adjacent levels are both defensible the gold is the HIGHER level, flagged ambiguous with the lower level recorded as an acceptable alternative. The gold (PUBLIC, ambiguity_flag false, no alternative) therefore departs from the project's own rule. The models agree it is uncertain: `small` answers PUBLIC on 4 of 5 identical templates and INTERNAL on the fifth, and `mid`, `large` and the hybrid answer INTERNAL on all 5 (large reports medium confidence, saying PUBLIC intent is not explicit).","HUMAN DECISION REQUIRED. Option A (recommended, follows guideline section 2): change the gold to INTERNAL with ambiguity_flag true and PUBLIC as an acceptable alternative. Option B: keep PUBLIC and add an operational test to the taxonomy stating that customer-facing product/developer documentation counts as PUBLIC without an explicit release marker (this would also make the models' INTERNAL answers ""errors"" by policy). Do not change either until a human decides.",TRUE,P1,AI-assisted preliminary review (not human-validated),,,,,,,,
